Indicator Name,Indicator Description,Units of Measure,Name of Geography,Country,UN Standard Country or Area Code (M.49),UNFPA Region Name,Region View Code,Survey Year,Source Organization,Source Description,ld_ranking,Sex: Female
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2007,SDG,Sustainable Development Goals Global Database 2023,15,335.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2006,SDG,Sustainable Development Goals Global Database 2023,16,322.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2005,SDG,Sustainable Development Goals Global Database 2023,17,313.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2004,SDG,Sustainable Development Goals Global Database 2023,18,309.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2003,SDG,Sustainable Development Goals Global Database 2023,19,329
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2002,SDG,Sustainable Development Goals Global Database 2023,20,325.4
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2001,SDG,Sustainable Development Goals Global Database 2023,21,315.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Papua New Guinea,Papua New Guinea,598,Asia and the Pacific,,2000,SDG,Sustainable Development Goals Global Database 2023,22,311.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2020,SDG,Sustainable Development Goals Global Database 2023,1,71.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2019,SDG,Sustainable Development Goals Global Database 2023,2,69.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2018,SDG,Sustainable Development Goals Global Database 2023,3,69.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2017,SDG,Sustainable Development Goals Global Database 2023,4,68.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2016,SDG,Sustainable Development Goals Global Database 2023,5,68.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2015,SDG,Sustainable Development Goals Global Database 2023,6,80
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2014,SDG,Sustainable Development Goals Global Database 2023,7,76.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2013,SDG,Sustainable Development Goals Global Database 2023,8,80.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2012,SDG,Sustainable Development Goals Global Database 2023,9,85
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2011,SDG,Sustainable Development Goals Global Database 2023,10,98.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2010,SDG,Sustainable Development Goals Global Database 2023,11,100.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2009,SDG,Sustainable Development Goals Global Database 2023,12,104
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2008,SDG,Sustainable Development Goals Global Database 2023,13,107.1
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2007,SDG,Sustainable Development Goals Global Database 2023,14,110.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2006,SDG,Sustainable Development Goals Global Database 2023,15,113.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2005,SDG,Sustainable Development Goals Global Database 2023,16,127.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2004,SDG,Sustainable Development Goals Global Database 2023,17,127.2
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2003,SDG,Sustainable Development Goals Global Database 2023,18,130.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2002,SDG,Sustainable Development Goals Global Database 2023,19,131.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2001,SDG,Sustainable Development Goals Global Database 2023,20,146.9
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Paraguay,Paraguay,600,Latin American and Caribbean,,2000,SDG,Sustainable Development Goals Global Database 2023,21,148.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2020,SDG,Sustainable Development Goals Global Database 2023,1,68.5
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2019,SDG,Sustainable Development Goals Global Database 2023,2,72
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2018,SDG,Sustainable Development Goals Global Database 2023,3,62.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2017,SDG,Sustainable Development Goals Global Database 2023,4,60.8
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2016,SDG,Sustainable Development Goals Global Database 2023,5,61.7
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2015,SDG,Sustainable Development Goals Global Database 2023,6,65
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2014,SDG,Sustainable Development Goals Global Database 2023,7,65.3
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2013,SDG,Sustainable Development Goals Global Database 2023,8,71
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2012,SDG,Sustainable Development Goals Global Database 2023,9,71.6
Maternal mortality ratio,Number of maternal deaths during a given time period per 100000 live births during the same time period.,Ratio,Peru,Peru,604,Latin American and Caribbean,,2011,SDG,Sustainable Development Goals Global Database 2023,10,73.5
